Gene stable ID,Gene name,Gene start (bp),Gene end (bp)
ENSG00000281916,AF250324.6,189703881,189704490
ENSG00000276052,RNU1-51P,189709539,189709714
ENSG00000280716,FRG1-DT,189780336,189899116
ENSG00000281830,LINC01596,189884988,189888341
ENSG00000281775,FTCD,46142109,46155567
ENSG00000280807,TUBGCP5,23036897,23039673
ENSG00000281567,SLC25A51P1,65788417,65789287
ENSG00000275008,KIR2DL3,54738018,54752516
ENSG00000277364,ADH5P4,65836930,65838039
ENSG00000282037,GXYLT1P1,18724415,18724904
ENSG00000275247,GU182352.5,54754487,54766832
ENSG00000282611,CNN2P12,18726706,18727414
ENSG00000274692,KIR2DL1,54769275,54783790
ENSG00000282352,ZNF965P,18734080,18734896
ENSG00000282782,CYP4F34P,18741730,18742718
ENSG00000282677,SNX18P26,18807279,18808018
ENSG00000282536,LINC00328-2P,18809830,18810048
ENSG00000282715,ANKRD20A9P,18816718,18880683
ENSG00000278853,RNU6-55P,18869185,18869291
ENSG00000252379,U6,18885950,18886053
ENSG00000281725,ELMO2P1,23087871,23126101
ENSG00000277729,GU182352.9,54785929,54797435
ENSG00000281422,AC136687.2,22363371,22363650
ENSG00000281537,AC136687.3,22374469,22376303
ENSG00000278201,KIR2DL4,54802913,54813989
ENSG00000281846,SPATA31E3P,22403919,22409655
ENSG00000278429,GOLGA8EP,22429756,22440620
ENSG00000282367,PTDSS2,473895,491399
ENSG00000282443,AC105227.4,50302190,50313595
ENSG00000282085,AC105227.3,50318420,50319024
ENSG00000278247,GOLGA6L1,23133045,23141599
ENSG00000262132,RNA5SP458,50319002,50319120
ENSG00000262634,SKA1,50374995,50394173
ENSG00000276377,Metazoa_SRP,22431917,22432206
ENSG00000280700,AC136687.1,22453604,22457549
ENSG00000278019,AC245690.1,69910279,69916203
ENSG00000274404,GOLGA6L22,22461390,22471066
ENSG00000281703,AC245690.3,69930714,69941207
ENSG00000280541,FTCD-AS1,46151614,46152647
ENSG00000280638,CDH12P2,70005540,70005841
ENSG00000262795,IFNGR2,33410836,33488905
ENSG00000274679,SPATC1L,46161526,46186787
ENSG00000281737,AC116165.12,23145340,23149199
ENSG00000277429,SERF1B,70045915,70063796
ENSG00000262860,LSM14A,34172447,34229322
ENSG00000282734,AF067845.6,1296034,1302607
ENSG00000276230,RNH1,494512,507300
ENSG00000278508,GOLGA8DP,23162205,23173124
ENSG00000281953,AF067845.3,1368648,1369833
ENSG00000281997,AC131901.1,1373685,1381062
ENSG00000281828,HERC2P7,22482318,22486719
ENSG00000282141,AC131901.2,1377533,1379973
ENSG00000280787,HERC2P2,22497423,22593430
ENSG00000262411,LINC02066,151637174,151657956
ENSG00000282152,DLGAP2,1487682,1552210
ENSG00000261846,AADACL2,151744454,151770036
ENSG00000281753,AP001468.2,46187390,46191252
ENSG00000262159,RPS6P22,59027218,59027943
ENSG00000262036,AC068305.3,59060029,59061233
ENSG00000281289,LSS,46190452,46221883
ENSG00000262592,AC068305.5,59063055,59063157
ENSG00000282001,DLGAP2-AS1,1551825,1552054
ENSG00000262466,AADACL2-AS1,151761981,151765669
ENSG00000281356,GOLGA8IP,22610118,22620428
ENSG00000262892,AC013759.1,50465102,50466010
ENSG00000282110,MAPK4,50567310,50567991
ENSG00000277046,Metazoa_SRP,23170674,23170963
ENSG00000276062,Metazoa_SRP,22611719,22611955
ENSG00000281173,ABCB10P1,23184646,23186826
ENSG00000273772,SMN2,70070287,70099184
ENSG00000277033,B3GNTL1,82942371,83050530
ENSG00000280490,AC116165.6,23198268,23198473
ENSG00000281254,AC116165.10,23219948,23220085
ENSG00000281754,AC116165.13,23230653,23231168
ENSG00000276806,KIR3DL3,54724507,54736522
ENSG00000279389,GARRE1,34261710,34308123
ENSG00000263160,TMEM50B,33432485,33489568
ENSG00000262113,AC010614.1,34303449,34303913
ENSG00000280500,ELMO2P1,23086215,23124800
ENSG00000275009,GOLGA6L1,23131736,23140290
ENSG00000273793,DUSP8,1559754,1577630
ENSG00000274283,GU182352.1,54815911,54830525
ENSG00000280737,LINC02549,68266500,68342717
ENSG00000280476,AC116165.5,23144031,23147890
ENSG00000281801,KRTAP5-AS1,1577063,1604894
ENSG00000278070,GOLGA8DP,23160896,23171217
ENSG00000262788,UTP4,69142116,69169025
ENSG00000276565,AP006285.3,1586202,1591699
ENSG00000281758,KCNIP4,21544390,21737314
ENSG00000278210,KRTAP5-1,1590052,1590993
ENSG00000275405,U1,21861,22024
ENSG00000280838,AC210756.1,21582138,21620924
ENSG00000275987,U1,30437,30580
ENSG00000278489,KRTAP5-2,1602887,1604004
ENSG00000277475,AC213203.2,31698,32528
ENSG00000268674,AC213203.1,35407,35916
ENSG00000275920,KRTAP5-3,1613275,1614173
ENSG00000281559,AC096576.5,21663714,21664071
ENSG00000277068,KRTAP5-4,1626668,1627848
ENSG00000281470,AC096576.4,21704652,21726228
ENSG00000277291,KRTAP5-5,1635485,1636417
ENSG00000274040,Metazoa_SRP,23169365,23169654
ENSG00000280461,ABCB10P1,23183337,23185517
ENSG00000281645,AP006285.7,1668294,1669053
ENSG00000281012,AC116165.8,23196959,23197164
ENSG00000281733,FAM99A,1671307,1673566
ENSG00000280679,AC116165.7,23229344,23229859
ENSG00000281783,FAM99B,1688979,1691339
ENSG00000278728,CNTNAP2,148217288,148419466
ENSG00000281240,LINC02708,1694007,1694766
ENSG00000278165,DUSP8,1554044,1571920
ENSG00000263141,PAXBP1,32769814,32771858
ENSG00000262148,RPS5P3,33491137,33491752
ENSG00000263314,AC207981.3,33492056,33493815
ENSG00000281176,KRTAP5-AS1,1571353,1599200
ENSG00000262911,DNAJC28,33495087,33501278
ENSG00000263140,C21orf62-AS1,32772100,32798969
ENSG00000281945,AC127518.4,82978708,82981921
ENSG00000280585,KRTAP5-1,1584352,1585293
ENSG00000281533,KRTAP5-2,1597193,1598310
ENSG00000275031,METRNL,83077507,83097050
ENSG00000281191,KRTAP5-3,1607591,1608489
ENSG00000277205,U3,148386174,148386384
ENSG00000278620,KRTAP5-4,1620988,1622346
ENSG00000274906,Metazoa_SRP,148436777,148437045
ENSG00000282044,AC083849.3,148439467,148475983
ENSG00000285263,AC244635.3,70076476,70078088
ENSG00000262473,GART,33508081,33521016
ENSG00000281380,AC244635.2,70115323,70149120
ENSG00000281999,AC083849.2,148444254,148444767
ENSG00000278633,AC023491.2,10598,13001
ENSG00000280072,AP000280.3,32790673,32791504
ENSG00000280983,AC244635.1,70153366,70153660
ENSG00000278066,AC023491.1,26533,27138
ENSG00000262938,C21orf62,32793564,32813728
ENSG00000275581,SERF1A,70244409,70262299
ENSG00000278302,KRTAP5-5,1629984,1630868
ENSG00000281111,AC130310.2,1659817,1660576
ENSG00000281901,AC233280.34,195650146,195651472
ENSG00000282464,AC137894.1,528907,532261
ENSG00000281261,FAM99A,1663142,1665432
ENSG00000280748,AC233280.13,195655565,195657927
ENSG00000276536,HRAS,532242,537287
ENSG00000276686,GU182352.7,54832558,54842109
ENSG00000281829,FAM99B,1680530,1682598
ENSG00000281060,MUC20-OT1,195658062,195740223
ENSG00000281633,LINC02708,1685548,1686307
ENSG00000275599,GU182352.6,54843950,54858409
ENSG00000277389,KRTAP5-6,1694414,1694974
ENSG00000278327,KIR2DL3,54738499,54753027
ENSG00000281618,IFITM10,1729629,1732648
ENSG00000262579,U6,69175662,69175768
ENSG00000278304,GU182352.12,54860710,54875253
ENSG00000260873,SNTB2,69187122,69187739
ENSG00000277400,AC145212.1,53590,115018
ENSG00000274847,MAFIP,53594,115055
ENSG00000277982,KIR3DL2,54877123,54893917
ENSG00000275815,KIR2DP1,54754998,54767346
ENSG00000275349,SMN1,70268827,70296783
ENSG00000275428,AC024940.6,31111652,31208427
ENSG00000262354,Y_RNA,69191115,69191215
ENSG00000276625,KIR2DL1,54769794,54784109
ENSG00000281583,AC233280.26,195650146,195651472
ENSG00000275617,OR2T4,248361581,248362627
ENSG00000281654,AC233280.28,195655565,195657927
ENSG00000278659,OR2T6,248387949,248388875
ENSG00000273508,OR2T1,248408227,248409336
ENSG00000282391,AC024940.9,31246713,31246958
ENSG00000282388,AC024940.8,31254265,31254870
ENSG00000281915,MUC20-OT1,195658062,195738903
ENSG00000281489,OR2T7,248443651,248444577
ENSG00000282329,MREGP1,31256634,31256718
ENSG00000275754,OR2T2,248455242,248456216
ENSG00000276371,SINHCAF,31282857,31329331
ENSG00000277113,OR2T3,248475795,248476751
ENSG00000273831,LRRC56,537527,554915
ENSG00000281658,AC138089.3,248486689,248487928
ENSG00000275102,OR2T5,248491033,248491980
ENSG00000280815,OR2AS2P,248500752,248501072
ENSG00000274296,DECR2,401826,412487
ENSG00000275873,LMNTD2,554854,560793
ENSG00000285240,AC244260.2,70274990,70276602
ENSG00000276068,NAIP,70312214,70368830
ENSG00000263127,RPL4P5,7491857,7493132
ENSG00000282551,AC024940.10,31313890,31314302
ENSG00000282176,FLJ13224,31326589,31328102
ENSG00000278230,U6,54895641,54895747
ENSG00000272835,SMDT1,42079691,42084284
ENSG00000273397,NDUFA6,42085525,42090955
ENSG00000281019,AC116351.3,987180,997308
ENSG00000281521,AC116351.4,1005039,1006623
ENSG00000282005,LMNTD2-AS1,557613,560121
ENSG00000276920,NKD2,1008829,1038943
ENSG00000274112,SMDT1,42079691,42084284
ENSG00000273859,RASSF7,560418,564036
ENSG00000280750,AL021878.9,42089630,42090028
ENSG00000280613,NDUFA6-DT,42090931,42148836
ENSG00000281300,NXN,978299,979770
ENSG00000277365,NDUFA6,42085525,42090955
ENSG00000278501,TIMM22,997117,1003671
ENSG00000277374,U1,148668,148843
ENSG00000276016,ABR,1003519,1116206
ENSG00000276374,AL451142.1,88180669,88181409
ENSG00000278688,AC215799.1,88187735,88190202
ENSG00000281542,AL021878.11,42089630,42090028
ENSG00000280811,NDUFA6-DT,42090933,42137053
ENSG00000273194,OLA1P1,42107765,42108953
ENSG00000272532,CYP2D6,42126481,42130888
ENSG00000275272,YTHDC1,68310387,68350089
ENSG00000282810,MIR210HG,565674,568471
ENSG00000276482,SLC12A7,1050378,1111210
ENSG00000274780,PHRF1,576501,612474
ENSG00000278846,OLA1P1,42107765,42108953
ENSG00000281870,AC208814.1,30406695,30413531
ENSG00000275211,CYP2D6,42126495,42130902
ENSG00000280892,AL161638.3,30414392,30416755
ENSG00000281104,AL161638.4,30420942,30426225
ENSG00000282201,AL023881.2,424243,424543
ENSG00000280592,LINC01624,170272763,170279887
ENSG00000275338,RAB11FIP3,425619,526533
ENSG00000280883,AL078605.2,170275331,170276762
ENSG00000276910,GTF2H2,70376388,70411404
ENSG00000275555,DLL1,170282206,170306565
ENSG00000281743,AC233280.30,195650146,195651472
ENSG00000281094,AC233280.19,195655565,195657927
ENSG00000281798,AC233280.32,195650146,195651472
ENSG00000280629,AC233280.11,195655565,195657927
ENSG00000281794,MUC20-OT1,195658062,195739964
ENSG00000280993,MUC20-OT1,195658062,195776180
ENSG00000275333,FAM120B,170290703,170416388
ENSG00000281417,AC236040.4,42132528,42132983
ENSG00000272000,AC236040.1,42138640,42143020
ENSG00000278833,GU182360.3,54786437,54798259
ENSG00000277850,KIR2DL4,54803411,54814521
ENSG00000274018,Y_RNA,439297,439397
ENSG00000282378,AC208188.1,451401,453138
ENSG00000280821,AC236040.3,42148576,42150238
ENSG00000282485,LINC00235,528677,530929
ENSG00000282214,CAPN15,531239,531551
ENSG00000272901,SMDT1,42079691,42124100
ENSG00000278061,MT2P1,68376327,68376509
ENSG00000274058,TMPRSS11E,68447498,68497649
ENSG00000272765,NDUFA6,42085525,42090955
ENSG00000281687,SDHAP2,195658096,195685904
ENSG00000275430,MUC20,195721575,195741387
ENSG00000273616,NDUFA6-DT,42090956,42125351
ENSG00000272813,OLA1P1,42107765,42108953
ENSG00000262303,AL021878.3,42124281,42127775
ENSG00000281418,SDHAP2,195658096,195685904
ENSG00000263181,CYP2D7,42128051,42132425
ENSG00000280621,AC110772.3,186971648,187014215
ENSG00000280556,BX247885.3,42136436,42139932
ENSG00000280880,BX247885.4,42138063,42139731
ENSG00000281630,MUC20,195720361,195740062
ENSG00000278088,CYP2D7,42140208,42144572
ENSG00000281547,UGT2B29P,68509485,68511653
ENSG00000277132,UGT2B15,68529322,68553341
ENSG00000276613,MUC4,195747140,195791872
ENSG00000281154,AC019173.1,68587305,68595199
ENSG00000280740,AC226496.4,68667002,68669858
ENSG00000276429,PLCH2,2467459,2505530
ENSG00000281761,AL078605.3,170297876,170298375
ENSG00000280626,AC226496.2,68696372,68697104
ENSG00000273984,MUC4,195745705,195790439
ENSG00000280722,AL008628.2,170423462,170428648
ENSG00000281184,PSMB1,170544440,170544544
ENSG00000275190,UGT2B10,68698370,68713573
ENSG00000280720,AC226496.3,68716590,68716745
ENSG00000281174,AC226496.7,68743709,68743987
ENSG00000281216,KIF26B,245353678,245713153
ENSG00000262055,CYP2D8P,42137734,42142850
ENSG00000281890,AC226496.10,68760003,68762508
ENSG00000280578,AC226496.1,68766262,68766817
ENSG00000280794,AC226496.5,68783028,68783287
ENSG00000281704,AC226496.9,68783385,68789360
ENSG00000262024,TCF20,42147859,42203293
ENSG00000281127,AC226496.6,68790295,68790411
ENSG00000281612,AC226496.8,68797305,68807118
ENSG00000278216,UGT2A3,68810840,68834168
ENSG00000281225,AL139246.11,2492300,2493258
ENSG00000281274,AL139246.12,2493437,2494479
ENSG00000273494,PANK4,2508533,2526600
ENSG00000281510,AC021146.16,68855376,68858370
ENSG00000280504,AC021146.13,68867386,68870910
ENSG00000280525,AC021146.14,68879312,68880086
ENSG00000281308,UGT2B27P,68887233,68892380
ENSG00000276159,VSTM1,54040833,54063953
ENSG00000282114,LINC00824,128559028,128564679
ENSG00000282113,AC068570.1,128908170,128924280
ENSG00000273785,CYP2D8P,42149871,42155001
ENSG00000273748,AL592183.1,54224,83311
ENSG00000276461,TCF20,42160013,42215442
ENSG00000280909,SDHAP2,195658096,195685904
ENSG00000273529,HES5,2528745,2530245
ENSG00000281482,AC093789.2,188349376,188350024
ENSG00000281800,ICE2P1,188387471,188389666
ENSG00000281580,LINC01060,188400736,188543559
ENSG00000274843,MUC20,195719081,195738792
ENSG00000281734,AL139246.13,2546465,2547460
ENSG00000281197,TNFRSF14-AS1,2549920,2557031
ENSG00000281237,SDHAP2,195658096,195685904
ENSG00000281821,AC233280.33,195639990,195640460
ENSG00000280865,AC233280.14,195650146,195651472
ENSG00000280552,AC107622.1,20347019,20355479
ENSG00000280482,AC233280.8,195655565,195657927
ENSG00000278114,MUC20,195720882,195741123
ENSG00000275991,Metazoa_SRP,1101777,1102043
ENSG00000281603,MUC20-OT1,195658062,195776742
ENSG00000273936,TNFRSF14,2555639,2565622
ENSG00000273822,MUC4,195744429,195789161
ENSG00000274889,TARM1,54069947,54081380
ENSG00000276561,IRF7,612805,616257
ENSG00000274703,OSCAR,54094681,54102740
ENSG00000278468,MUC4,195746774,195792809
ENSG00000280518,AC244260.1,70425738,70449761
ENSG00000281650,AC243922.3,70448301,70556133
ENSG00000278365,NDUFA3,54102906,54107026
ENSG00000281425,AC243922.2,70518623,70529103
ENSG00000278562,AC243922.1,70543654,70549533
ENSG00000281321,LINC02197,70677171,70771675
ENSG00000276296,TFPT,54107066,54115801
ENSG00000281427,AC044810.7,7783697,7784407
ENSG00000282185,PTPRN2,158291152,158424386
ENSG00000281210,AC245931.2,70697990,70700212
ENSG00000276025,OR5P2,7795905,7796973
ENSG00000280840,PMCHL2,70701100,70711308
ENSG00000276421,AC012314.11,54115536,54131896
ENSG00000278253,OR5P3,7825037,7825972
ENSG00000280497,OR5E1P,7859351,7860277
ENSG00000280619,AC245931.1,70770949,70771902
ENSG00000281367,AC044810.2,7861399,7916588
ENSG00000275330,VSTM1,54040833,54063953
ENSG00000274803,BDP1,70780935,70893131
ENSG00000278379,U6,7899815,7899912
ENSG00000276451,OR10A6,7938266,7939295
ENSG00000273953,OR10A3,7949167,7950227
ENSG00000276780,NLRP10,7970057,7976059
ENSG00000281122,AC108866.1,120165490,120165892
ENSG00000275979,CNOT3,54138182,54156191
ENSG00000275717,KIR3DL1,54816473,54830785
ENSG00000273572,CDHR5,616823,626336
ENSG00000262734,AC217785.2,155211179,155213671
ENSG00000261905,AC217785.1,155225758,155229107
ENSG00000263231,AC217785.4,155229777,155234285
ENSG00000263037,MTX1P1,155246379,155249729
ENSG00000277457,LENG1,54156127,54160192
ENSG00000262446,GBA,155249852,155260266
ENSG00000277996,TMC4,54160649,54173691
ENSG00000280609,AL139246.9,2566410,2569888
ENSG00000281740,AL139246.14,2581560,2584534
ENSG00000275125,PRXL2B,2586491,2591469
ENSG00000281421,AL513210.3,168820423,168820656
ENSG00000277733,MBOAT7,54173854,54190480
ENSG00000276604,TARM1,54069947,54081380
ENSG00000273511,OSCAR,54094681,54102740
ENSG00000275577,VSTM1,54040833,54063953
ENSG00000275165,TSEN34,54190866,54195141
ENSG00000276342,TMEM179,104474682,104612791
ENSG00000278081,RPS9,54201473,54208260
ENSG00000281742,MCCC2,70912599,70929779
ENSG00000262505,AC093830.1,155836689,155866273
ENSG00000280521,SDHAP2,195658096,195685904
ENSG00000274126,C14orf180,104586828,104597659
ENSG00000274887,VSTM1,54040833,54063953
ENSG00000273083,NOP56P1,28783623,28783994
ENSG00000273040,BX908720.1,28837838,28838975
ENSG00000262635,TDO2,155854738,155920406
ENSG00000273200,LINC01623,28859590,28863315
ENSG00000277753,MUC20,195719644,195739354
ENSG00000274533,KIR2DS4,54845266,54856124
ENSG00000273286,RPL13P,28861381,28862012
ENSG00000237462,TRIM27,28914742,28923955
ENSG00000276739,KIR3DL2,54857994,54874788
ENSG00000274359,NDUFA3,54102906,54107026
ENSG00000264777,U6,28915611,28915710
ENSG00000231041,LINC01556,28943846,28944506
ENSG00000274073,TFPT,54107066,54115801
ENSG00000281161,BX927359.3,104596165,104596991
ENSG00000278303,MUC4,195744993,195789727
ENSG00000226462,KRT18P1,28969099,28970429
ENSG00000265326,Metazoa_SRP,28977442,28977740
ENSG00000233035,HCG15,28986169,28987450
ENSG00000277131,MMEL1,2590639,2632987
ENSG00000240111,BX927167.6,28986766,28988502
ENSG00000235589,ZNF311,28994750,29005281
ENSG00000277154,AC012314.12,54115536,54131896
ENSG00000274473,SCT,626689,627401
ENSG00000276825,DRD4,637525,640936
ENSG00000263238,CTSO,155924118,155953911
ENSG00000232781,OR2AD1P,29026645,29027572
ENSG00000282712,DEAF1,646472,677067
ENSG00000228652,OR2W1,29044178,29045205
ENSG00000277403,CR547123.3,29063961,29076488
ENSG00000233019,OR2P1P,29071788,29072563
ENSG00000281819,AC022882.6,56205125,56205625
ENSG00000227529,SAR1AP1,29076537,29077132
ENSG00000263150,OR8J2,56210873,56211820
ENSG00000231319,OR2B3,29086272,29087278
ENSG00000262851,OR5T2,56232106,56233185
ENSG00000225441,OR2J1,29100915,29101853
ENSG00000233636,OR2J3,29111857,29112792
ENSG00000261897,OR5T3,56252200,56253222
ENSG00000262784,OR5T1,56275639,56276619
ENSG00000231960,BX927132.3,29124176,29128873
ENSG00000282598,AC138374.2,668204,680202
ENSG00000262666,FAM189B,155262609,155270887
ENSG00000228846,BX927132.1,29137841,29138777
ENSG00000262611,OR8H1,56290053,56291090
ENSG00000226347,OR2J2,29173273,29174544
ENSG00000277114,CNOT3,54138182,54156190
ENSG00000275384,TARM1,54069947,54081380
ENSG00000280712,OR8I1P,56296541,56297471
ENSG00000230136,OR2J4P,29181492,29182427
ENSG00000262755,OR8K3,56318307,56319245
ENSG00000275644,OSCAR,54094681,54102740
ENSG00000231919,BX908738.4,29215243,29216186
ENSG00000281773,FAM8A2P,56331347,56332488
ENSG00000280617,OR8K2P,56335142,56336068
ENSG00000225188,BX908738.1,29223980,29267066
ENSG00000263328,OR8K1,56346039,56346998
ENSG00000231320,OR2G1P,29229234,29230164
ENSG00000281820,RPL5P29,56357328,56358221
ENSG00000236918,OR2U1P,29262684,29264060
ENSG00000249415,OR2U2P,29268443,29269402
ENSG00000262796,OR8J1,56360215,56361288
ENSG00000227178,BX908738.2,29290710,29291652
ENSG00000234100,OR14J1,29306699,29307664
ENSG00000262315,OR8U8,56375625,56376584
ENSG00000281038,OR8U9,56383230,56384159
ENSG00000225927,DDX6P1,29329636,29331071
ENSG00000274392,AC093724.1,131722418,131768326
ENSG00000280577,OR8L1P,56389241,56390195
ENSG00000243441,OR5V1,29355241,29431509
ENSG00000224487,OR12D3,29373120,29449634
ENSG00000233481,OR12D2,29396107,29397175
ENSG00000275806,TARM1,54069947,54081380
ENSG00000248182,OR12D1,29416825,29417771
ENSG00000237258,OR11A1,29425047,29456602
ENSG00000277088,OSCAR,54094681,54102740
ENSG00000281848,TOMM40P4,131723253,131724279
ENSG00000274362,CDRT15P3,131795990,131802689
ENSG00000232397,OR10C1,29438848,29440519
ENSG00000224395,OR2H1,29456712,29463860
ENSG00000273739,AL353644.1,122136,122225
ENSG00000276700,RNA5-8SN4,128877,129029
ENSG00000276220,NDUFA3,54102906,54107026
ENSG00000277808,LENG1,54156104,54160226
ENSG00000276312,AL353644.2,167218,167307
ENSG00000275757,5_8S_rRNA,173956,174108
ENSG00000276323,TFPT,54107066,54115801
ENSG00000280677,FAM66B,7318568,7348494
ENSG00000226365,UBDP1,29464128,29469338
ENSG00000277802,AF252830.2,7332922,7334514
ENSG00000230957,MAS1LP1,29474557,29475603
ENSG00000273323,NOP56P1,28783631,28784002
ENSG00000277789,TMC4,54160591,54173655
ENSG00000272907,AL844539.2,28837857,28838994
ENSG00000281561,AF252830.4,7334978,7336158
ENSG00000228377,MAS1L,29486298,29487434
ENSG00000272629,LINC01623,28859613,28863339
ENSG00000274195,ZNF705G,7348669,7377169
ENSG00000275117,AC012314.7,54115536,54131896
ENSG00000273122,RPL13P,28861404,28862035
ENSG00000228840,RPS17P1,29488804,29489209
ENSG00000229714,ZNF90P2,28888821,28889895
ENSG00000227559,HCG14,28896519,28897311
ENSG00000228370,LINC02829,29497042,29510088
ENSG00000215641,TRIM27,28902991,28923978
ENSG00000225426,LINC01015,29528958,29533106
ENSG00000281951,AC093627.11,19790,37822
ENSG00000276378,DEFB108C,7364723,7369092
ENSG00000282333,AC093627.15,39354,39799
ENSG00000237811,GPR53P,29537242,29538325
ENSG00000282645,AC093627.19,73293,98004
ENSG00000275444,DEFB4B,7406786,7408809
ENSG00000275605,NDUFA3,54102906,54107026
ENSG00000223441,OR2I1P,29552784,29553731
ENSG00000282557,AC093627.17,79359,82739
ENSG00000282662,AC093627.20,138174,151787
ENSG00000237051,GABBR1,29555178,29632716
ENSG00000278296,U6,54876512,54876618
ENSG00000278161,TFPT,54107066,54115801
ENSG00000277824,AC011476.12,54913845,54920784
ENSG00000282496,HSPD1P3,7410936,7412491
ENSG00000273641,DEFB103B,7420832,7422292
ENSG00000282461,AC093627.16,151918,157786
ENSG00000277707,AC012314.13,54115536,54131896
